Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
400,Taurean Prince,PF,29,LAL,56,49,29.8,3.4,7.9,.436,2.0,5.1,.386,1.5,2.8,.525,.560,0.7,0.9,.717,0.2,2.7,3.0,1.7,0.9,0.5,0.9,2.1,9.5,princta02
401,Payton Pritchard,PG,26,BOS,58,0,20.5,2.9,6.6,.433,1.7,4.5,.377,1.2,2.1,.553,.561,0.5,0.6,.811,0.9,2.2,3.1,2.7,0.4,0.1,0.6,1.2,7.9,pritcpa01
402,Olivier-Maxence Prosper,PF,21,DAL,31,0,8.3,0.8,2.3,.352,0.3,1.1,.242,0.5,1.2,.447,.408,0.7,1.1,.676,0.6,1.4,2.0,0.6,0.1,0.1,0.2,0.5,2.6,prospol01
403,Trevelin Queen,SG,26,ORL,13,0,12.5,1.1,2.9,.368,0.2,1.3,.176,0.8,1.6,.524,.408,0.7,0.9,.750,0.2,1.2,1.5,1.4,0.5,0.4,0.5,1.2,3.1,queentr01
404,Neemias Queta,C,24,BOS,23,0,12.3,2.1,3.5,.613,0.0,0.0,,2.1,3.5,.613,.613,0.7,0.9,.750,1.9,2.5,4.4,0.5,0.4,0.6,0.4,2.0,4.9,quetane01
405,Immanuel Quickley,SG-PG,24,TOT,53,23,27.6,5.4,12.5,.434,2.5,6.0,.411,3.0,6.5,.455,.533,2.6,3.0,.856,0.2,3.1,3.3,3.8,0.6,0.1,1.2,1.7,15.9,quickim01
405,Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0,quickim01
405,Immanuel Quickley,PG,24,TOR,23,23,32.4,5.9,14.2,.414,2.9,6.7,.429,3.0,7.5,.401,.515,2.4,2.9,.833,0.3,3.9,4.3,5.5,0.8,0.2,1.4,1.9,17.0,quickim01
406,Lester Quinones,SG,23,GSW,23,0,12.3,1.6,4.0,.396,0.9,2.3,.396,0.7,1.7,.395,.511,0.7,1.0,.696,0.8,1.5,2.3,1.2,0.2,0.1,0.7,1.6,4.7,quinole01
407,Julius Randle,PF,29,NYK,46,46,35.4,8.6,18.2,.472,1.7,5.3,.311,6.9,12.9,.539,.518,5.1,6.6,.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,randlju01
408,Duop Reath,C,27,POR,43,11,17.1,3.2,6.9,.464,1.3,3.5,.368,1.9,3.3,.566,.559,1.0,1.3,.737,1.5,2.3,3.8,1.1,0.5,0.5,0.7,2.5,8.7,reathdu01
409,Austin Reaves,SG,25,LAL,59,34,31.2,5.5,11.2,.488,1.7,4.8,.364,3.7,6.4,.581,.566,3.0,3.5,.865,0.7,3.3,3.9,5.4,0.9,0.2,2.1,1.9,15.7,reaveau01
410,Cam Reddish,SF,24,LAL,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7,reddica01
411,Paul Reed,C,24,PHI,58,22,18.1,2.9,5.3,.539,0.2,0.6,.343,2.7,4.7,.564,.558,0.6,0.8,.733,2.2,3.4,5.5,1.2,0.7,0.8,0.7,2.4,6.5,reedpa01
412,Naz Reid,C,24,MIN,58,0,22.8,4.6,9.5,.485,1.8,4.6,.405,2.8,4.9,.559,.583,1.2,1.6,.756,0.9,3.7,4.7,1.0,0.7,0.8,1.2,2.0,12.2,reidna01
413,Jared Rhoden,SG,24,DET,6,0,7.0,1.0,1.8,.545,0.2,0.7,.250,0.8,1.2,.714,.591,0.3,0.3,1.000,0.2,0.7,0.8,0.7,0.0,0.3,0.5,0.7,2.5,rhodeja01
414,Nick Richards,C,26,CHO,49,36,26.0,3.9,5.6,.685,0.0,0.0,,3.9,5.6,.685,.685,2.1,2.9,.729,2.7,5.4,8.1,0.9,0.4,1.3,1.1,2.7,9.9,richani01
415,Josh Richardson,SG,30,MIA,43,6,25.7,3.6,8.1,.444,1.5,4.4,.347,2.0,3.7,.561,.539,1.2,1.3,.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,9.9,richajo01
416,Duncan Robinson,SF,29,MIA,53,21,27.8,4.6,10.1,.453,2.8,6.8,.410,1.8,3.3,.543,.592,1.3,1.5,.886,0.2,2.2,2.4,3.0,0.6,0.2,1.4,2.3,13.3,robindu01
417,Jerome Robinson,SG,26,GSW,12,0,3.2,0.2,1.0,.167,0.1,0.6,.143,0.1,0.4,.200,.208,0.4,0.7,.625,0.1,0.2,0.3,0.2,0.0,0.1,0.0,0.2,0.8,robinje01
418,Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,robinmi01
419,Orlando Robinson,C,23,MIA,24,7,10.0,1.3,2.6,.516,0.3,0.5,.538,1.0,2.0,.510,.573,0.8,1.0,.750,0.8,2.0,2.8,1.1,0.3,0.3,0.6,1.3,3.7,robinor01
420,Jeremiah Robinson-Earl,PF,23,NOP,25,1,10.0,1.4,2.7,.522,0.5,1.1,.429,0.9,1.6,.590,.612,0.4,0.5,.769,0.7,1.6,2.3,0.4,0.4,0.2,0.4,0.7,3.7,robinje02
421,David Roddy,PF,22,TOT,51,13,22.1,3.1,7.6,.404,0.9,3.1,.304,2.1,4.5,.472,.465,0.9,1.3,.687,1.0,3.0,4.0,1.5,0.5,0.2,1.1,1.4,8.0,roddyda01
421,David Roddy,PF,22,MEM,48,13,23.2,3.2,8.0,.402,1.0,3.3,.301,2.3,4.8,.470,.462,1.0,1.4,.687,1.1,3.1,4.2,1.6,0.5,0.2,1.1,1.4,8.4,roddyda01
421,David Roddy,PF,22,PHO,3,0,4.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,1.7,roddyda01
422,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,rolliry01
423,Derrick Rose,PG,35,MEM,23,7,17.1,3.3,7.1,.460,0.7,1.8,.366,2.6,5.3,.492,.506,1.0,1.2,.889,0.3,1.7,2.0,3.3,0.3,0.1,1.3,0.9,8.2,rosede01
424,Terry Rozier,SG-PG,29,TOT,41,40,34.0,7.4,16.9,.441,2.3,6.9,.339,5.1,10.0,.512,.511,3.3,3.8,.865,0.7,3.4,4.0,6.3,1.0,0.4,1.9,1.7,20.5,roziete01
424,Terry Rozier,SG,29,CHO,30,30,35.5,8.4,18.3,.459,2.8,7.7,.358,5.6,10.6,.533,.535,3.6,4.3,.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2,roziete01
424,Terry Rozier,PG,29,MIA,11,10,29.9,4.8,12.9,.373,1.2,4.6,.255,3.6,8.3,.440,.419,2.4,2.5,.963,0.9,3.5,4.5,5.5,0.8,0.4,1.2,1.7,13.2,roziete01
425,Rayan Rupert,SG,19,POR,16,0,7.4,0.9,2.7,.349,0.4,1.1,.412,0.5,1.6,.308,.430,0.3,0.5,.625,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,2.6,ruperra01
426,D'Angelo Russell,PG,27,LAL,54,47,31.4,6.4,13.9,.465,2.7,6.5,.417,3.7,7.4,.508,.563,2.0,2.5,.806,0.4,2.5,2.9,6.4,0.8,0.5,1.9,2.1,17.6,russeda01
427,Matt Ryan,SF,26,NOP,17,1,19.8,2.6,5.7,.464,2.2,4.6,.481,0.4,1.1,.389,.660,0.8,0.8,.929,0.3,1.8,2.1,0.9,0.4,0.1,1.0,1.6,8.3,ryanma01
428,Domantas Sabonis,C,27,SAC,57,57,35.8,8.1,13.1,.621,0.5,1.1,.429,7.6,12.0,.638,.639,3.3,4.8,.691,3.3,9.9,13.2,8.5,0.9,0.5,3.3,3.1,20.0,sabondo01
429,Luka Šamanić,PF,24,UTA,27,0,5.5,0.9,2.3,.377,0.2,0.9,.250,0.6,1.4,.459,.426,0.6,0.8,.810,0.3,1.3,1.6,0.1,0.0,0.1,0.4,0.6,2.6,samanlu01
430,Jermaine Samuels,SF,25,HOU,11,0,4.8,0.7,1.0,.727,0.0,0.2,.000,0.7,0.8,.889,.727,0.2,0.2,1.000,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,1.6,samueje01
431,Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7,sanogad01
432,Gui Santos,PF,21,GSW,14,0,8.4,1.2,2.4,.500,0.4,1.1,.400,0.8,1.4,.579,.588,1.0,1.1,.933,0.9,1.6,2.4,0.5,0.2,0.1,0.3,1.1,3.9,santogu01
433,Dario Šarić,C,29,GSW,55,9,18.7,3.1,6.7,.469,1.3,3.4,.390,1.8,3.3,.549,.568,1.4,1.6,.864,1.2,3.7,4.9,2.4,0.5,0.2,1.3,2.0,9.0,saricda01
434,Olivier Sarr,C,24,OKC,13,0,6.9,0.8,1.4,.556,0.2,0.5,.333,0.6,0.9,.667,.611,0.7,1.0,.692,0.8,1.9,2.7,0.2,0.0,0.5,0.2,1.3,2.4,sarrol01
435,Marcus Sasser,PG,23,DET,50,0,16.3,2.9,6.2,.468,1.2,2.8,.424,1.7,3.4,.503,.563,0.7,0.8,.850,0.1,1.4,1.5,3.0,0.5,0.2,1.0,1.4,7.7,sassema01
436,Admiral Schofield,PF,26,ORL,13,0,3.8,0.5,1.2,.375,0.2,0.8,.300,0.2,0.5,.500,.469,0.0,0.2,.000,0.1,0.5,0.6,0.4,0.0,0.0,0.3,0.5,1.2,schofad01
437,Dennis Schröder,PG,30,TOT,58,36,30.0,4.8,10.9,.436,1.6,4.3,.361,3.2,6.6,.484,.507,2.2,2.7,.833,0.4,2.3,2.7,5.9,0.8,0.1,1.7,2.1,13.3,schrode01
437,Dennis Schröder,PG,30,TOR,51,33,30.6,4.8,11.0,.442,1.5,4.3,.350,3.3,6.6,.501,.511,2.5,2.9,.852,0.4,2.3,2.7,6.1,0.9,0.2,1.6,2.1,13.7,schrode01
437,Dennis Schröder,PG,30,BRK,7,3,25.7,4.1,10.6,.392,1.9,4.1,.448,2.3,6.4,.356,.480,0.4,1.0,.429,0.0,2.4,2.4,3.9,0.4,0.0,2.3,2.3,10.6,schrode01
438,Dereon Seabron,SG,23,NOP,6,0,9.2,0.7,2.2,.308,0.2,0.3,.500,0.5,1.8,.273,.346,0.8,1.0,.833,0.2,1.0,1.2,0.8,0.3,0.2,0.0,0.7,2.3,seabrde01
439,Alperen Şengün,C,21,HOU,57,57,32.5,8.3,15.3,.540,0.5,1.8,.295,7.7,13.5,.573,.558,4.0,5.6,.704,2.8,6.4,9.2,4.9,1.1,0.8,2.7,3.3,21.1,sengual01
440,Brice Sensabaugh,SF,20,UTA,9,0,6.9,1.1,2.7,.417,0.6,1.3,.417,0.6,1.3,.417,.521,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.0,0.4,0.7,2.9,sensabr01
441,Collin Sexton,SG,25,UTA,59,36,24.7,6.0,12.4,.485,1.6,4.0,.395,4.4,8.4,.528,.549,4.2,4.9,.868,0.8,1.7,2.5,4.6,0.8,0.2,2.0,2.0,17.9,sextoco01
442,Landry Shamet,SG,26,WAS,41,3,15.9,2.7,6.3,.436,1.2,3.5,.352,1.5,2.7,.545,.535,0.9,1.1,.818,0.4,1.0,1.4,1.2,0.6,0.2,0.6,1.7,7.6,shamela01
443,Day'Ron Sharpe,C,22,BRK,43,1,15.6,2.9,5.0,.583,0.0,0.2,.222,2.9,4.8,.599,.588,1.4,2.3,.622,2.7,4.0,6.8,1.4,0.4,0.7,1.1,2.3,7.3,sharpda01
444,Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,sharpsh01
445,Ben Sheppard,SG,22,IND,36,0,11.1,1.3,3.2,.404,0.7,2.1,.329,0.6,1.1,.553,.513,0.4,0.5,.824,0.2,1.1,1.3,0.8,0.5,0.0,0.2,1.3,3.6,sheppbe01
446,Pascal Siakam,PF,29,TOT,57,57,34.2,8.4,15.8,.533,1.2,3.6,.345,7.2,12.3,.587,.571,3.7,5.1,.734,1.5,4.9,6.5,4.8,0.8,0.3,1.9,2.4,21.8,siakapa01
446,Pascal Siakam,PF,29,TOR,39,39,34.7,8.3,16.0,.522,1.2,3.7,.317,7.2,12.3,.584,.559,4.3,5.7,.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2,siakapa01
446,Pascal Siakam,PF,29,IND,18,18,33.1,8.7,15.6,.557,1.3,3.2,.414,7.3,12.3,.595,.600,2.4,3.7,.657,1.8,5.0,6.8,4.6,0.9,0.3,1.4,2.8,21.1,siakapa01
447,Ben Simmons,PG,27,BRK,15,12,23.9,2.9,4.9,.581,0.0,0.0,,2.9,4.9,.581,.581,0.4,1.0,.400,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,simmobe01
448,Anfernee Simons,SG,24,POR,34,34,33.9,7.9,18.5,.425,3.3,8.8,.379,4.5,9.7,.467,.515,3.6,3.9,.917,0.4,3.0,3.5,5.2,0.5,0.1,2.6,2.3,22.6,simonan01
449,Jericho Sims,C,25,NYK,32,10,12.2,0.9,1.3,.714,0.0,0.0,,0.9,1.3,.714,.714,0.3,0.5,.600,1.1,1.9,3.0,0.5,0.1,0.4,0.3,0.9,2.2,simsje01
450,Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,skapidm01
451,Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8,slawsja01
452,Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,smartja01
453,Marcus Smart,PG,29,MEM,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,smartma01
454,Dennis Smith Jr.,PG,26,BRK,42,1,19.6,2.8,6.4,.430,0.5,1.8,.273,2.3,4.6,.492,.469,0.8,1.1,.756,1.0,2.3,3.3,3.9,1.1,0.2,1.3,2.2,6.8,smithde03
455,Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,smithdr01
456,Ish Smith,PG,35,CHO,43,5,17.2,1.5,3.7,.418,0.1,0.2,.500,1.4,3.5,.413,.430,0.1,0.1,.750,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2,smithis01
457,Jabari Smith Jr.,PF,20,HOU,53,53,32.0,4.9,10.9,.454,1.7,4.7,.360,3.2,6.2,.526,.532,1.9,2.3,.813,2.0,6.6,8.7,1.5,0.7,0.7,1.3,2.7,13.5,smithja05
458,Jalen Smith,C,23,IND,40,13,18.0,4.1,6.7,.620,1.1,2.4,.464,3.0,4.2,.710,.705,1.1,1.6,.703,1.6,4.0,5.6,1.1,0.3,0.7,0.8,2.2,10.5,smithja04
459,Nick Smith Jr.,SG,19,CHO,37,0,15.5,2.4,5.9,.406,1.4,3.1,.451,1.0,2.8,.356,.523,0.3,0.4,.846,0.4,1.0,1.5,1.2,0.2,0.2,0.9,1.2,6.4,smithni01
460,Terquavion Smith,PG,21,PHI,12,0,5.8,1.3,3.3,.400,1.0,2.6,.387,0.3,0.8,.444,.550,0.2,0.3,.667,0.0,0.2,0.2,0.8,0.6,0.0,0.3,0.3,3.8,smithte01
461,Jeremy Sochan,PF,20,SAS,59,58,29.4,4.4,10.1,.437,0.9,2.8,.329,3.5,7.3,.478,.482,1.4,1.9,.764,1.8,4.2,6.1,3.5,0.8,0.4,1.9,2.3,11.2,sochaje01
462,Pat Spencer,PG,27,GSW,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spencpa01
463,Jaden Springer,SG-PG,21,TOT,35,1,10.9,1.3,3.4,.383,0.2,1.1,.211,1.1,2.3,.463,.417,0.8,1.0,.824,0.7,0.9,1.7,1.0,0.7,0.3,0.7,1.4,3.7,sprinja01
463,Jaden Springer,SG,21,PHI,32,1,11.8,1.4,3.7,.390,0.3,1.2,.216,1.2,2.5,.469,.424,0.9,1.1,.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0,sprinja01
463,Jaden Springer,PG,21,BOS,3,0,1.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,sprinja01
464,Lamar Stevens,PF,26,TOT,24,1,9.9,2.0,3.8,.527,0.3,0.5,.500,1.8,3.3,.532,.560,0.5,0.8,.650,0.8,1.9,2.7,0.5,0.3,0.5,0.6,0.9,4.8,stevela01
464,Lamar Stevens,PF,26,BOS,19,1,6.4,1.1,2.4,.467,0.2,0.4,.375,0.9,1.9,.486,.500,0.4,0.6,.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8,stevela01
464,Lamar Stevens,PF,26,MEM,5,0,23.0,5.4,9.2,.587,0.6,0.8,.750,4.8,8.4,.571,.620,1.0,1.8,.556,1.4,5.4,6.8,1.0,0.4,1.2,1.2,1.4,12.4,stevela01
465,Isaiah Stewart,PF,22,DET,36,35,30.7,4.1,8.6,.469,1.4,3.8,.372,2.6,4.8,.546,.551,1.5,2.0,.740,1.8,5.1,6.9,1.7,0.4,0.8,1.6,2.4,11.0,stewais01
466,Julian Strawther,SF,21,DEN,38,0,13.0,2.0,5.2,.379,1.0,3.3,.306,1.0,1.9,.500,.475,0.5,0.7,.720,0.1,1.3,1.4,1.1,0.4,0.2,0.4,1.3,5.4,strawju01
467,Max Strus,SF,27,CLE,57,57,32.1,4.4,10.6,.418,2.4,7.0,.343,2.0,3.6,.566,.531,1.0,1.3,.773,0.9,3.9,4.8,3.8,0.9,0.5,1.5,2.5,12.3,strusma01
468,Jalen Suggs,SG,22,ORL,54,54,26.5,4.4,9.7,.454,2.0,5.2,.388,2.4,4.5,.531,.558,1.4,1.9,.765,0.7,2.5,3.2,2.5,1.4,0.6,1.9,2.8,12.2,suggsja01
469,Cole Swider,SF,24,MIA,11,0,5.0,0.8,2.3,.360,0.5,1.7,.263,0.4,0.5,.667,.460,0.2,0.2,1.000,0.1,0.3,0.4,0.4,0.1,0.1,0.5,0.2,2.3,swideco01
470,Jae'Sean Tate,SF,28,HOU,53,9,17.1,1.8,3.7,.470,0.4,1.3,.304,1.4,2.4,.558,.523,0.4,0.6,.688,1.0,2.3,3.3,1.1,0.7,0.2,0.5,2.3,4.3,tateja01
471,Jayson Tatum,PF,25,BOS,55,55,35.9,9.2,19.3,.475,3.0,8.4,.361,6.1,10.9,.562,.553,5.6,6.8,.823,0.9,7.7,8.5,4.9,1.0,0.6,2.5,2.0,27.0,tatumja01
472,Terry Taylor,PF,24,CHI,21,0,6.9,0.8,1.4,.533,0.0,0.4,.125,0.7,1.0,.682,.550,0.0,0.0,1.000,0.7,0.7,1.4,0.3,0.2,0.1,0.3,0.7,1.6,taylote01
473,Garrett Temple,SG,37,TOR,16,0,4.3,0.5,1.3,.381,0.1,0.6,.222,0.4,0.8,.500,.429,0.3,0.4,.833,0.3,0.4,0.7,0.4,0.2,0.0,0.3,0.4,1.4,templga01
474,Dalen Terry,SG,21,CHI,38,1,10.3,0.9,2.2,.393,0.3,1.2,.239,0.6,1.0,.579,.458,0.4,0.6,.708,0.4,1.3,1.7,1.3,0.4,0.2,0.5,1.4,2.5,terryda01
475,Daniel Theis,C,31,TOT,41,1,16.7,2.6,4.7,.541,0.4,1.0,.400,2.2,3.8,.578,.582,0.8,1.0,.721,1.5,2.1,3.6,1.0,0.4,0.9,0.7,2.3,6.3,theisda01
475,Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,theisda01
475,Daniel Theis,C,31,LAC,40,1,16.9,2.6,4.8,.547,0.4,1.0,.410,2.2,3.8,.583,.589,0.8,1.1,.721,1.5,2.2,3.7,1.0,0.5,0.9,0.7,2.4,6.4,theisda01
476,Cam Thomas,SG,22,BRK,48,33,29.8,7.5,17.3,.437,2.0,5.6,.360,5.5,11.7,.474,.495,3.8,4.5,.839,0.4,2.5,2.9,2.7,0.8,0.3,1.8,2.1,20.9,thomaca02
477,Amen Thompson,SF,21,HOU,39,6,19.8,3.2,6.4,.504,0.2,1.2,.149,3.0,5.2,.587,.518,1.4,2.2,.631,1.8,3.9,5.7,2.4,1.1,0.6,1.5,2.2,7.9,thompam01
478,Ausar Thompson,SF,21,DET,58,33,24.6,3.7,7.5,.494,0.3,1.6,.172,3.4,5.9,.582,.513,1.1,1.8,.590,2.1,4.3,6.4,1.9,1.0,0.9,1.3,2.9,8.7,thompau01
479,Klay Thompson,SF,33,GSW,54,49,30.3,6.1,14.5,.421,3.3,8.8,.376,2.8,5.7,.490,.535,1.7,1.9,.922,0.5,3.0,3.5,2.3,0.6,0.5,1.5,1.8,17.2,thompkl01
480,Tristan Thompson,C,32,CLE,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8,thomptr01
481,JT Thor,PF,21,CHO,46,1,12.8,1.1,3.0,.364,0.4,1.3,.317,0.7,1.7,.400,.432,0.2,0.3,.538,0.8,1.6,2.4,0.4,0.2,0.4,0.3,1.0,2.8,thorjt01
482,Matisse Thybulle,SF,26,POR,55,19,23.2,1.8,4.8,.383,1.2,3.6,.340,0.6,1.2,.516,.511,0.3,0.4,.773,0.4,1.5,1.9,1.3,1.7,0.8,0.5,1.4,5.2,thybuma01
483,Xavier Tillman Sr.,C-PF,25,TOT,35,13,20.1,2.5,6.1,.411,0.3,1.5,.226,2.2,4.6,.472,.439,0.5,1.2,.419,1.6,2.9,4.5,1.6,1.2,1.0,0.8,1.7,5.9,tillmxa01
483,Xavier Tillman Sr.,C,25,MEM,34,13,20.6,2.6,6.3,.408,0.4,1.6,.226,2.2,4.7,.469,.437,0.5,1.3,.419,1.6,3.0,4.6,1.7,1.2,1.0,0.9,1.8,6.0,tillmxa01
483,Xavier Tillman Sr.,PF,25,BOS,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,tillmxa01
484,Jacob Toppin,SF,23,NYK,8,0,4.6,0.6,1.1,.556,0.1,0.5,.250,0.5,0.6,.800,.611,0.3,0.3,1.000,0.4,0.5,0.9,0.4,0.0,0.1,0.1,0.4,1.6,toppija01
485,Obi Toppin,PF,25,IND,59,28,22.3,4.1,7.3,.561,1.3,3.2,.399,2.8,4.2,.686,.648,1.0,1.3,.740,1.1,2.8,3.9,1.6,0.5,0.5,0.9,1.8,10.5,toppiob01
486,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,toscaju01
487,Karl-Anthony Towns,PF,28,MIN,56,56,32.8,8.0,15.6,.514,2.3,5.3,.435,5.7,10.3,.554,.587,4.3,4.9,.879,1.5,7.0,8.5,2.9,0.7,0.7,2.8,3.3,22.6,townska01
488,Gary Trent Jr.,SG,25,TOR,53,23,26.6,4.3,10.3,.420,2.4,5.8,.414,1.9,4.5,.427,.536,0.7,0.9,.700,0.3,2.0,2.3,1.5,0.9,0.2,0.7,1.3,11.7,trentga02
489,Oscar Tshiebwe,PF,24,IND,7,0,5.3,1.3,2.4,.529,0.0,0.0,,1.3,2.4,.529,.529,0.7,0.9,.833,0.9,1.1,2.0,0.3,0.3,0.0,0.0,0.3,3.3,tshieos01
490,P.J. Tucker,PF,38,TOT,17,3,15.2,0.4,1.2,.300,0.3,0.9,.313,0.1,0.2,.250,.425,0.2,0.2,1.000,1.0,1.7,2.7,0.5,0.5,0.2,0.2,2.2,1.2,tuckepj01
490,P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0,tuckepj01
490,P.J. Tucker,PF,38,LAC,14,0,13.7,0.3,1.1,.267,0.2,0.8,.273,0.1,0.3,.250,.367,0.2,0.2,1.000,1.1,1.1,2.3,0.6,0.4,0.1,0.1,2.0,1.0,tuckepj01
491,Myles Turner,C,27,IND,55,55,27.4,6.3,11.9,.529,1.4,4.1,.335,4.9,7.8,.631,.587,3.5,4.4,.789,1.6,5.5,7.1,1.3,0.6,1.7,1.5,3.2,17.4,turnemy01
492,Hunter Tyson,PF,23,DEN,9,0,3.0,0.1,0.8,.143,0.0,0.7,.000,0.1,0.1,1.000,.143,0.0,0.0,,0.0,0.7,0.7,0.1,0.0,0.0,0.2,0.7,0.2,tysonhu01
493,Stanley Umude,SG,24,DET,17,0,11.2,1.5,3.1,.481,1.0,1.8,.548,0.5,1.2,.381,.644,1.3,1.4,.917,0.2,1.6,1.8,0.5,0.2,0.3,0.6,1.6,5.2,umudest01
494,Jonas Valančiūnas,C,31,NOP,59,59,25.5,5.5,9.6,.569,0.5,1.6,.344,4.9,8.0,.613,.597,2.2,2.8,.795,2.7,6.9,9.6,2.3,0.4,1.0,1.4,2.9,13.7,valanjo01
495,Jarred Vanderbilt,PF,24,LAL,29,6,20.0,2.0,3.9,.518,0.3,0.9,.296,1.8,3.0,.586,.553,0.8,1.2,.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2,vandeja01
496,Fred VanVleet,PG,29,HOU,51,51,36.6,5.4,13.4,.406,2.9,7.8,.372,2.5,5.6,.453,.514,2.5,2.9,.853,0.4,3.3,3.7,7.9,1.1,0.9,1.7,2.3,16.3,vanvlfr01
497,Devin Vassell,SG,23,SAS,54,48,31.9,7.1,15.1,.468,2.5,6.7,.374,4.6,8.4,.543,.551,2.5,3.1,.793,0.4,3.3,3.8,3.8,1.0,0.3,1.5,1.0,19.1,vassede01
498,Sasha Vezenkov,PF,28,SAC,35,0,12.6,2.1,4.7,.448,1.1,2.9,.380,1.0,1.9,.554,.564,0.3,0.4,.769,0.9,1.6,2.5,0.4,0.5,0.2,0.3,1.0,5.6,vezenal01
